fit,lwr,upr
8.0683635112512,7.982210861548425,8.154516160953975
8.281038665378185,8.216306397584605,8.345770933171766
8.280827309396095,8.205086799580874,8.356567819211316
8.337100062193924,8.245515288226201,8.428684836161647
8.3013127963996,8.216435258606468,8.386190334192731
8.383674109593146,8.28328770600107,8.484060513185222
8.250603584009797,8.172430626149575,8.328776541870019
8.3630989703126275,8.278208170344257,8.447989770280998
8.25377999999842,8.175331532303211,8.332228467693628
8.244839504653834,8.141015701997452,8.348663307310217
8.227524640966847,8.140095766316254,8.31495351561744
8.195749985875047,8.127707594067893,8.2637923776822
8.466090487620438,8.349822369930738,8.582358605310137
8.301731111343974,8.2289996408224,8.374462581865549
8.364439928381715,8.271137425829615,8.457742430933816
8.458086366520996,8.338767660997943,8.57740507204405
8.226440133810629,8.149670534613968,8.30320973300729
8.408160974856893,8.316556321488118,8.499765628225667
8.275006447725502,8.186190641962051,8.363822253488953
8.16312164373145,8.048616579870448,8.277626707592454
8.103354014251485,8.014888465558752,8.191819562944218
8.39018130330374,8.296031532581702,8.484331074025777
8.240010050013472,8.138763827264976,8.341256272761969
8.348003157957985,8.249683600852146,8.446322715063824
8.390700970190922,8.291840972124419,8.489560968257425
8.380934552097267,8.295134147173222,8.466734957021313
8.253197251983353,8.176705048095544,8.329689455871163
8.307135466284096,8.211249598545919,8.403021334022274
8.30012212487264,8.239322039839909,8.360922209905372
8.213117325589877,8.127829991489493,8.298404659690261
8.24225675575407,8.16180121625987,8.322712295248271
8.247685862322793,8.13837006683112,8.357001657814466
8.122538268337484,8.033304151833278,8.21177238484169
8.200642521643296,8.131660893297244,8.269624149989347
8.272358696137688,8.199905253003749,8.344812139271628
8.1654075694578,8.086562378455529,8.244252760460071
8.203280617301898,8.089711399137895,8.3168498354659
8.21548786792457,8.115143076040283,8.315832659808859
8.025792014523784,7.925537822918319,8.12604620612925
8.219908400405544,8.140256967316692,8.299559833494396
8.180820344814014,8.09465416886982,8.26698652075821
8.24899704440123,8.155202098017597,8.342791990784864
8.24911328856941,8.172346999441784,8.325879577697036
8.213564789182662,8.144543125229472,8.282586453135853
8.238526064692962,8.114194273788767,8.362857855597158
8.178224088034554,8.08496469477042,8.271483481298688
8.1608593371256255,8.08149642313111,8.24022225112014
8.055292553449497,7.953245870060647,8.157339236838347
8.190412897148503,8.124544335652066,8.25628145864494
8.258529093107114,8.182340921964506,8.334717264249722
8.22358851723226,8.14432710698212,8.3028499274824
8.387350900377244,8.280654156664474,8.494047644090015
8.158633833730278,8.057972401554647,8.259295265905909
8.230468487321508,8.131610087131627,8.329326887511389
8.474162533349041,8.34258446992593,8.605740596772153
8.36728042241227,8.273457078168933,8.461103766655606
8.331746603316784,8.223580173459586,8.439913033173982
8.44423864381028,8.340632524154763,8.547844763465797
8.388706538737594,8.29460520340829,8.482807874066898
8.166974998975087,8.077877411757068,8.256072586193106
8.121391519329737,8.036390886600719,8.206392152058756
8.194027555975547,8.124487552081899,8.263567559869195
8.33913176062944,8.244405475063726,8.433858046195155
8.206418480550504,8.10425067277433,8.308586288326676
8.21362102642797,8.137085158816548,8.290156894039393
8.160576001089874,8.037713770498495,8.283438231681252
8.33147321741728,8.253195911598944,8.409750523235616
8.26488192508436,8.188975533941035,8.340788316227686
8.492254585813264,8.381762074742163,8.602747096884364
8.214528573853292,8.137987980027473,8.29106916767911
8.257711845067767,8.144890443765478,8.370533246370057
8.304758189961301,8.210725695461504,8.3987906844611
8.264759805971153,8.145768211034474,8.383751400907832
8.119122650766435,8.033713578978775,8.204531722554096
8.40905277947386,8.328592630050675,8.489512928897046
8.192887874091111,8.11878263575411,8.266993112428112
8.289871509966709,8.209925267302392,8.369817752631025
8.135887314572155,8.062339039258303,8.209435589886008
8.215911642405842,8.138235477989177,8.293587806822508
8.262201808699993,8.195940506701845,8.328463110698141
8.205624811728196,8.130616354939939,8.280633268516453
8.111826812595583,8.038459017852002,8.185194607339163
8.277360702182522,8.201749758805486,8.352971645559558
8.009915182183454,7.902261258596725,8.117569105770182
8.418410820477446,8.293093304260681,8.54372833669421
8.317179345468475,8.24021521173062,8.39414347920633
8.466858353603671,8.35678736741145,8.576929339795893
8.414756224564709,8.301736415184934,8.527776033944484
8.319571940731398,8.237631025266761,8.401512856196035
8.245360222751485,8.168664291903273,8.322056153599696
8.47834237786227,8.359084508751966,8.597600246972576
8.48150305104254,8.373804356776414,8.589201745308667
8.514731480289347,8.39665865430662,8.632804306272075
8.404227733159924,8.318830265583516,8.489625200736333
8.28313057421059,8.20769448373815,8.35856666468303
8.070513688783551,7.989415868648712,8.15161150891839
8.496535852260282,8.376792221299686,8.616279483220877
8.092707894332845,8.004144983899293,8.181270804766397
8.460832030662736,8.319135178937564,8.602528882387908
8.14366370953891,8.0638130232127,8.223514395865118
8.246698176606543,8.145391476160006,8.34800487705308
8.53281012691352,8.391489926095224,8.674130327731815
8.144193648390925,8.062821045845833,8.225566250936016
8.332499243939436,8.251524045816295,8.413474442062578
8.550998130468011,8.4458753113332925,8.65612094960273
8.26862555821381,8.192843863485166,8.344407252942453
8.313168746453872,8.2184788886016,8.407858604306144
8.119122650766435,8.033713578978775,8.204531722554096
8.32806466696954,8.255531238626554,8.400598095312526
8.434955159384316,8.32555481973955,8.544355499029082
8.04734101827237,7.953394064794184,8.141287971750556
8.174210202880825,8.102006336884031,8.24641406887762
8.447849117551632,8.313188752275066,8.582509482828199
8.146797599635937,8.067094429050789,8.226500770221085
8.288834019301438,8.206038149948125,8.371629888654752
8.192164687630525,8.108129980097178,8.276199395163871
8.277552130270566,8.217355613763765,8.337748646777367
8.342658790174015,8.250832688289307,8.434484892058723
8.13911150405516,8.05607425887637,8.22214874923395
8.452873216428186,8.327918027630279,8.577828405226093
8.341219919551003,8.243250341962181,8.439189497139825
8.186483083533794,8.114871416865626,8.258094750201963
8.388664236086735,8.283259149334363,8.494069322839106
8.328591805081542,8.237267663889902,8.419915946273182
8.130807323867442,8.047412394166813,8.214202253568072
8.231318201221729,8.15436570024289,8.308270702200568
8.323682463987849,8.21827453474398,8.429090393231718
8.574599399195025,8.441147118559638,8.708051679830412
8.20112671845557,8.118629663060208,8.28362377385093
8.257399694494135,8.185096655908698,8.329702733079571
8.346787868285457,8.26349462365887,8.430081112912044
8.385287493084288,8.293199801060064,8.477375185108512
8.200009846502798,8.117239718009447,8.28277997499615
8.184833178757275,8.08910180135462,8.28056455615993
8.13544297354797,8.038967762610291,8.23191818448565
8.40935367783849,8.306652119287447,8.512055236389534
8.25364577809323,8.18005224559831,8.32723931058815
8.184337091087134,8.098852991737372,8.269821190436895
8.411751085529351,8.306859940690149,8.516642230368554
8.528484373111247,8.3957098173361,8.661258928886395
8.355343675651483,8.264028062675669,8.446659288627297
8.344695524278203,8.254070952775345,8.43532009578106
8.256275755418052,8.17759640083409,8.334955110002014
8.232355691887,8.147234382146145,8.317477001627854
8.13544297354797,8.038967762610291,8.23191818448565
8.187798662632034,8.114396884323021,8.261200440941046
8.360680764378028,8.269831033306966,8.45153049544909
8.09404425190811,7.987175491256709,8.200913012559512
8.369890460536427,8.27120238663421,8.4685785344386435
8.379691710056122,8.288256704181299,8.471126715930945
8.2519399415850625,8.174230381741502,8.329649501428623
8.33066337061177,8.257442865728253,8.403883875495287
8.343222791166696,8.239774852971896,8.446670729361495
8.315216410938476,8.208459944111137,8.421972877765814
8.286565150738136,8.20411936993825,8.369010931538023
8.213308318503074,8.123741735271329,8.30287490173482
8.346959357172834,8.252621549361322,8.441297164984345
8.272018365853192,8.199533320661285,8.3445034110451
8.383369238076936,8.285973020687768,8.480765455466104
8.301803848401072,8.221057792874435,8.382549903927709
8.324270671539812,8.228515405233907,8.420025937845718
8.38479666432355,8.292059293350107,8.477534035296994
8.326725720588374,8.242244910586422,8.411206530590327
8.401076908076261,8.30622065516104,8.495933160991482
8.249201768434858,8.178637958304584,8.319765578565132
8.252959869921455,8.178310037284554,8.327609702558355
8.122889093827549,8.03905021659361,8.206727971061488
8.15859571616511,8.080757938525718,8.236433493804501
8.200446057886579,8.117836937182966,8.28305517859019
8.310354408164313,8.217060743231514,8.403648073097113
8.176468576238557,8.083554955173259,8.269382197303855
8.173845120967725,8.098917931112176,8.248772310823274
8.445272506741123,8.322763246782662,8.567781766699584
8.276521271553756,8.183906680427611,8.3691358626799
8.151892270631912,8.059452495832815,8.244332045431008
8.119929069489688,8.030377504399402,8.209480634579974
8.174024022395564,8.098229026784498,8.24981901800663
8.369312120847788,8.294132463462898,8.444491778232678
8.088185900014594,7.99531271857666,8.181059081452528
8.315926220155875,8.24409617436284,8.38775626594891
8.217916345824005,8.137925305515608,8.297907386132401
8.402221837563483,8.298960024789563,8.505483650337402
8.117183617282059,8.028808637238498,8.20555859732562
8.318540454672345,8.23964266757213,8.397438241772559
8.34484883480108,8.252931837311753,8.436765832290408
8.224057821819162,8.147358789253976,8.300756854384348
8.259313764415793,8.180374333758623,8.338253195072964
8.326156907167759,8.236409246576457,8.41590456775906
8.493048254635571,8.38903170249062,8.597064806780523
8.169924316173267,8.078956448981309,8.260892183365225
8.29074177910322,8.219281671085023,8.362201887121417
8.427786687929457,8.331412959088055,8.524160416770858
8.328410244856821,8.250449470624108,8.406371019089534
8.353829479165473,8.254885690526356,8.45277326780459
8.333855529408746,8.255319059869386,8.412391998948106
8.42714855325206,8.336307819732797,8.517989286771323
8.419592523087646,8.328828498294516,8.510356547880775
8.31907348749609,8.21127156721227,8.426875407779908
8.290762557580246,8.207662102410481,8.37386301275001
8.246277202865283,8.169299764863924,8.323254640866642
8.366173822424331,8.281290794723352,8.45105685012531
8.359103486764132,8.259733284987535,8.45847368854073
8.137651207846158,8.056804315918512,8.218498099773804
8.235958886570929,8.163879507259187,8.30803826588267
8.122036721130442,8.050832176948008,8.193241265312876
8.146470423353893,8.04284298675069,8.250097859957096
8.434780101446869,8.325475321110499,8.544084881783238
8.145189675681694,8.072435089759244,8.217944261604144
8.26584730603478,8.16261068834447,8.369083923725091
8.123327124731855,8.027058655611278,8.219595593852432
8.290706108400823,8.205457612547098,8.375954604254547
8.212204095386925,8.1109100065387,8.313498184235149
8.178170227661035,8.085539363442713,8.270801091879356
8.213870288041115,8.1246800986991925,8.303060477383037
8.517742078861604,8.40255124932608,8.632932908397127
8.155084217494775,8.075116973723572,8.235051461265977
8.244560871151545,8.176240248124092,8.312881494178999
8.265585395585015,8.182528075750275,8.348642715419755
8.217478102985584,8.14090968846849,8.294046517502679
8.204932593436544,8.117236195066242,8.292628991806845
8.307325298092351,8.221354258277747,8.393296337906955
8.206907085689204,8.126513224213515,8.287300947164894
8.111635384507538,8.02482150886136,8.198449260153717
8.465506900329014,8.367871554324225,8.563142246333804
8.12007818362025,8.031674511589076,8.208481855651423
8.192834641059834,8.095767489796748,8.28990179232292
8.3590978039865,8.265148994846221,8.45304661312678
8.129972513499217,8.056567626053548,8.203377400944886
8.24890193258732,8.17086804732307,8.326935817851568
8.374349585660905,8.296235049249589,8.452464122072222
8.399726839147283,8.273456668653676,8.52599700964089
8.06949794553285,7.983510812989066,8.155485078076634
8.231885418362554,8.154908312617735,8.308862524107372
8.148630468749571,8.060141737110904,8.23711920038824
8.380032040340616,8.288511119536201,8.471552961145031
8.263387232624169,8.197555430385687,8.32921903486265
8.330752477819463,8.23540882048473,8.426096135154195
8.284412384399882,8.192478057816082,8.376346710983682
8.329526347524217,8.238303198323537,8.420749496724897
8.214415130425127,8.137875226073842,8.290955034776413
8.243351111006897,8.145878924577929,8.340823297435865
8.047238070049774,7.944418753749781,8.150057386349769
8.30986314422873,8.216189449059975,8.403536839397486
8.236357050380523,8.137878463815015,8.33483563694603
8.195812227726575,8.096933127566295,8.294691327886856
8.257520416979723,8.173829292509282,8.341211541450164
8.255957172548127,8.18311920184817,8.328795143248085
8.065804239528834,7.968708870533508,8.16289960852416
8.334422746549572,8.255822912085984,8.413022581013161
8.00131844520562,7.901955869151084,8.100681021260154
8.385482572495327,8.288059875353389,8.482905269637266
8.15474388721028,8.074736116160858,8.234751658259702
8.317957494723165,8.21876593880319,8.417149050643141
8.177999789984128,8.100233426897523,8.255766153070732
8.342241667407922,8.224752591398394,8.45973074341745
8.22992932771513,8.128605833022554,8.331252822407706
8.486777270575313,8.373815129080407,8.59973941207022
8.29483099011995,8.219054289968385,8.370607690271514
8.528809172521504,8.414883066913156,8.642735278129852
8.245467356059773,8.16490795584288,8.326026756276667
8.113087844307852,7.9988479807938075,8.227327707821896
8.447131511829038,8.301808124647213,8.592454899010864
8.110848347633693,8.012765539598682,8.208931155668704
8.21843214945408,8.104607602279257,8.332256696628901
8.39995296900018,8.297061073988875,8.502844864011486
8.112316045076529,8.02563342071127,8.198998669441789
8.311295818078131,8.224571874340219,8.398019761816043
8.365975550453712,8.266730486295954,8.46522061461147
8.246819456443392,8.176256483930985,8.3173824289558
8.230276219957105,8.147780091858277,8.312772348055933
8.155764878063765,8.075878020923776,8.235651735203755
8.33112763953,8.258364108590339,8.40389117046966
8.314025527477403,8.212152216463258,8.415898838491549
8.2347287831241065,8.153210048881402,8.316247517366811
8.200771707879813,8.135719523890428,8.265823891869198
8.08104293719177,7.988101672279642,8.173984202103897
8.235346989907455,8.156359952770215,8.314334027044696
8.402546636973737,8.307840052587059,8.497253221360415
8.298352772061738,8.22273514992271,8.373970394200766
8.286565150738136,8.20411936993825,8.369010931538023
8.22336163037593,8.144072212846693,8.302651047905167
8.240831918313358,8.163401828929372,8.318262007697344
8.214188243568797,8.137649633571938,8.290726853565657
8.077673778760406,7.937377489495576,8.217970068025236
8.242647013164,8.165374664418428,8.319919361909571
8.455963184005999,8.356649906868354,8.555276461143643
8.121845293042398,8.03692536366077,8.206765222424027
8.095955227858036,8.016976779880691,8.174933675835382
8.317762093483541,8.229761445296239,8.405762741670843
8.246633064024017,8.168775290469913,8.324490837578121
8.270909957651352,8.190627854508945,8.351192060793759
8.434487756590865,8.323791968043167,8.545183545138563
8.437787271936866,8.323465375588048,8.552109168285684
8.292443430525697,8.221005164555734,8.36388169649566
8.117307555915794,8.031565882539855,8.203049229291732
8.289438291490338,8.190866467559971,8.388010115420705
8.533702770806844,8.399419192939897,8.667986348673791
8.430607030825232,8.346101955734914,8.51511210591555
8.489800164106946,8.367625977886593,8.611974350327298
8.374117239267678,8.278454568431801,8.469779910103554
8.437764250071089,8.332524851597897,8.54300364854428
8.22336163037593,8.144072212846693,8.302651047905167
8.27255643434561,8.186395351116017,8.358717517575203
8.196848526213566,8.101521686302299,8.292175366124834
8.331871169292763,8.239218569420627,8.424523769164898
8.182890172121322,8.097524258916671,8.268256085325973
8.270887652885518,8.161937585098928,8.379837720672109
8.108912742231576,8.021566936156205,8.196258548306947
8.169264646015414,8.090784329819444,8.247744962211383
8.114579666037047,8.028597245340734,8.20056208673336
8.459608681340786,8.35901474407771,8.560202618603862
8.194599808785043,8.120394088603588,8.268805528966498
8.137016501251022,8.068116418821386,8.205916583680658
8.40809593226535,8.300826542970345,8.515365321560356
8.194222200211739,8.11735639987899,8.271088000544488
8.231761479728819,8.15960078139484,8.303922178062798
8.35802926287937,8.267710637005727,8.448347888753013
8.150156222958243,8.06969114076786,8.230621305148626
8.24630064013919,8.148768422691745,8.343832857586634
8.26981782602056,8.167249034811428,8.372386617229692
8.365748663597381,8.266562735212906,8.464934591981857
8.1885885815435,8.083924914568696,8.293252248518305
8.20715475102256,8.1306003104458,8.283709191599321
8.251568964960217,8.154878208095584,8.348259721824851
8.330127427153538,8.239519757998726,8.42073509630835
8.165294126029636,8.086437749902581,8.24415050215669
8.209975305852447,8.12886196938034,8.291088642324555
8.324875602144298,8.211333664043888,8.438417540244707
8.197161234138461,8.122803773761675,8.271518694515247
8.272611609073827,8.192116242982895,8.35310697516476
8.422512680330795,8.326349200218532,8.518676160443059
8.253197251983353,8.176705048095544,8.329689455871163
8.222313522328676,8.085754271874823,8.35887277278253
8.317988980339871,8.229942425114846,8.406035535564897
8.16948628526896,8.093139070359674,8.245833500178245
7.984952380384343,7.876826805897095,8.09307795487159
8.305051181926265,8.225688400903522,8.384413962949008
8.114065681927498,8.024564051393911,8.203567312461084
8.366991293704414,8.274443756061673,8.459538831347155
8.462233411062824,8.346877369985018,8.57758945214063
8.24625096485136,8.147767688404008,8.344734241298712
8.267770819951538,8.191741311971041,8.343800327932035
8.289382277485766,8.183046368939204,8.395718186032328
8.478490440782362,8.361832553141555,8.59514832842317
8.11689233494315,8.017279614541653,8.216505055344648
8.100870573557948,8.008657167878807,8.19308397923709
8.216328137829693,8.13612193200276,8.296534343656626
8.167212169102871,8.088905684855522,8.24551865335022
8.26607419289111,8.162876310595099,8.369272075187123
8.341863846900502,8.242749878205222,8.440977815595781
8.09533808359178,7.99559013051509,8.19508603666847
8.382363990031804,8.287234302723375,8.477493677340233
8.288493689016944,8.205750903800352,8.371236474233536
8.214699850806557,8.113767819744332,8.315631881868782
8.256716445119242,8.169029044135014,8.34440384610347
8.346711915080213,8.271570516141104,8.421853314019323
8.330752477819463,8.23540882048473,8.426096135154195
8.525450984374046,8.413190341415115,8.637711627332978
8.15002178911894,8.078444420764336,8.221599157473543
8.291994904415821,8.216291055309185,8.367698753522458
8.37970220526169,8.27678650929303,8.48261790123035
8.16983186315624,8.091402664509655,8.248261061802825
8.116853782203133,8.03102815372414,8.202679410682126
8.154274370689267,8.068346017673584,8.24020272370495
8.22875130502479,8.118309283719421,8.33919332633016
8.172667948860367,8.094484484524493,8.25085141319624
8.246828677197755,8.166500349502533,8.327157004892976
8.480068365505218,8.383831597114273,8.576305133896163
8.330900752673669,8.258154983280503,8.403646522066834
8.32929155426822,8.241306917121765,8.417276191414675
8.369719183583161,8.269490977989994,8.469947389176328
8.376862256300454,8.267279150483635,8.486445362117273
8.396379985481753,8.314890641374697,8.477869329588808
8.34679311588824,8.262981910275782,8.430604321500697
8.261478622239407,8.185432217805332,8.337525026673482
8.417356524486728,8.327122439986471,8.507590608986984
8.315818024330493,8.238956866286452,8.392679182374534
8.380234720637665,8.238114101315405,8.522355339959924
8.2808774484556409,8.20528753623052,8.356467360680762
8.086199093035837,8.005444738322563,8.166953447749112
8.174936817423669,8.096938042656184,8.252935592191154
8.383332394962974,8.279416774054859,8.487248015871089
8.247525080575098,8.170642638633467,8.32440752251673
8.108580318346748,7.998674346949486,8.218486289744009
8.483431589321347,8.375325667505566,8.591537511137128
8.37305134565081,8.279225690332117,8.466877000969502
8.314073077731047,8.214423416613919,8.413722738848175
8.171987288291376,8.093746349992228,8.250228226590524
8.172214175147706,8.093992500534263,8.25043584976115
8.408790433849244,8.328091406814798,8.489489460883691
8.205995353178192,8.13354342750037,8.278447278856014
8.200867031627839,8.092867168973406,8.308866894282271
8.536425413082807,8.401347787057965,8.671503039107648
8.199198180176761,8.11638156303287,8.282014797320652
8.4521008598456,8.354584257504964,8.549617462186237
8.2756089117005,8.20090038238004,8.35031744102096
8.310590193946423,8.220725808865385,8.40045457902746
8.162454824177363,8.070380685168697,8.25452896318603
8.063568676102765,7.968532625859671,8.158604726345859
8.132055201577257,8.048861985684123,8.215248417470391
8.303127891250242,8.217926260208417,8.388329522292066
8.167323235659248,8.058224489178471,8.276421982140025
8.53066679326374,8.42176943602192,8.639564150505558
8.237842310152239,8.139822544230288,8.33586207607419
8.183569770173218,8.077552709522196,8.28958683082424
8.13687809426014,8.063770960448913,8.209985228071368
8.31762787157835,8.24571951739507,8.389536225761631
8.287859739425238,8.213501486950006,8.36221799190047
8.366471850057968,8.271572029683009,8.461371670432927
8.278053677477608,8.193886534063184,8.362220820892032
8.269630806258942,8.192673990487894,8.34658762202999
8.281233309614377,8.199574513663816,8.362892105564939
8.127386963859442,8.010099895950933,8.24467403176795
8.247427168021174,8.169508970659791,8.325345365382557
8.497952348126482,8.386648022386934,8.60925667386603
8.321701339786728,8.248452734884424,8.394949944689031
8.238044233445853,8.146912720808631,8.329175746083076
8.222340639522445,8.142923965934395,8.301757313110494
8.250900831051435,8.14850987210859,8.35329178999428
8.261209714657312,8.12554821913963,8.396871210174995
8.2770692079095,8.16629261357726,8.38784580224174
8.192164687630525,8.108129980097178,8.276199395163871
8.195532531707192,8.126437576671997,8.264627486742388
8.381332715906861,8.287415646260989,8.475249785552734
8.330893351439833,8.216994443442916,8.44479225943675
8.241235117791623,8.143528917008986,8.33894131857426
8.095637707505206,7.988081869390503,8.203193545619909
8.236423155489158,8.159224323040396,8.31362198793792
8.301804060335183,8.231718386172261,8.371889734498104
8.2426113424616,8.167602943766973,8.317619741156228
8.288947462729604,8.206133854091092,8.371761071368116
8.128333103928266,8.010545334119737,8.246120873736796
8.371405304131397,8.287381109323208,8.455429498939585
8.118895763910105,8.033445399806094,8.204346128014116
8.458179031472136,8.365706370765242,8.55065169217903
8.30661861144355,8.235998128130559,8.377239094756542
8.337092660960089,8.212480937580823,8.461704384339354
8.280129843501658,8.166964838326985,8.393294848676332
8.474696657286746,8.371712357421083,8.577680957152408
8.374135852807028,8.273118257384171,8.475153448229884
8.332902655351816,8.241462962447883,8.424342348255749
8.389437561606865,8.308621187950394,8.470253935263337
8.39432591228942,8.299082277370463,8.489569547208376
8.307301930809425,8.221927962088735,8.392675899530115
8.229457364331346,8.16431695726573,8.294597771396962
8.299328648217728,8.204770045937744,8.393887250497711
8.234937895717442,8.162842500334765,8.307033291100119
8.30085902268694,8.21606168344612,8.385656361927758
8.291896991861897,8.20861438960148,8.375179594122313
8.346195687581915,8.265900195516343,8.426491179647487
8.301045203172201,8.230827111686025,8.371263294658377
8.254331686265004,8.177909294476853,8.330754078053156
8.377299114793198,8.29868728905618,8.455910940530217
8.283461471806609,8.216194038438976,8.350728905174241
8.210104280154853,8.133569677025159,8.286638883284548
8.27624179877511,8.195273297755106,8.357210299795115
8.239697484031707,8.162165350053932,8.317229618009481
8.15519766092294,8.075243876810141,8.23515144503574
8.345075933591522,8.273229130495988,8.416922736687056
8.265691559955757,8.186028996724824,8.34535412318669
8.487344275782027,8.36707374037145,8.607614811192603
8.264314707943536,8.188386740253993,8.340242675633078
8.17850154912528,8.097577904760943,8.259425193489616
8.201874868478871,8.123320872121504,8.280428864836239
8.366315880738208,8.266982015939488,8.465649745536927
8.018675289714881,7.9233137337047586,8.114036845725005
8.52098157597811,8.408842981838218,8.633120170118003
8.333057997329334,8.226083560688402,8.440032433970266
8.460727372814086,8.367783991662924,8.553670753965248
8.01672178787336,7.910096495376598,8.123347080370122
8.260175134626525,8.155947883085167,8.364402386167884
8.387020418189357,8.28609947276893,8.487941363609783
8.226099803526134,8.149341040636099,8.30285856641617
8.246266707659712,8.170679876633395,8.32185353868603
8.299822500959214,8.223874593239389,8.37577040867904
8.228653392470866,8.129575528356007,8.327731256585725
8.160025801208608,8.079328648715242,8.240722953701974
8.31309538205453,8.236428425528688,8.389762338580374
8.374314754234865,8.275092672425254,8.473536836044476
8.190713360338286,8.091805714357536,8.289621006319036
8.17516370428,8.097182813504471,8.253144595055527
8.00131844520562,7.901955869151084,8.100681021260154
8.21100657997739,8.138083863168516,8.283929296786264
8.095468866108089,7.948614822699814,8.242322909516362
8.042335039075958,7.917259588851658,8.16741048930026
8.316093312023447,8.223519141580766,8.408667482466129
8.377520754046744,8.302053998149873,8.452987509943615
8.229901270180681,8.13097483530419,8.328827705057172
8.222141810200561,8.137217594044413,8.30706602635671
8.13558972211337,8.041575187660266,8.229604256566473
8.20273045732412,8.126110550730521,8.27935036391772
8.207326027975824,8.10529841853845,8.3093536374132
8.343086537806867,8.247043147644938,8.439129927968796
8.21339413957164,8.13685917150141,8.289929107641871
8.168465294415473,8.091988155398756,8.24494243343219
8.349412809941606,8.254342526499567,8.444483093383646
8.292329987097531,8.22089047630571,8.363769497889352
8.237280775789046,8.148208778212192,8.3263527733659
8.187296903490882,8.112873865422758,8.261719941559006
8.21724359165468,8.114310679445017,8.320176503864344
8.18094931911642,8.103388239210476,8.258510399022365
8.23758437285405,8.145557758859852,8.329610986848248
